entered_by,entered_date,collected_by,collected_date,row,column,position,transect,point,hitnumber_1,hitnumber_2,hitnumber_3,hitnumber_4,hitnumber_5,notes,checked,corrections
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.5,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,0.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.5,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,1.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.5,BRODIA,BG,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.6,BRODIA,AMSMEN,BG,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.7,BRODIA,BG,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.8,BRODIA,BRATOR,AMSMEN,LIT,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,3,2.9,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,8,L,P,P,SONOLE,,,,,,,
Advyth,2021-06-27,"MF, ARP",2021-03-19,A,8,U,1,0,BRODIA,BRATOR,BG,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.1,BRATOR,BRODIA,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.2,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.4,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.5,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.6,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,0.9,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.1,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.4,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.5,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.6,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.7,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,1.9,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2,BRODIA,BRATOR,BG,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.2,BRODIA,AMSMEN,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.3,AMSMEN,BRODIA,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.4,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.5,BRATOR,BRODIA,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.6,BRODIA,AMSMEN,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.8,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,1,2.9,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.1,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.2,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.4,BRODIA,BROMAD,BRATOR,LIT,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.5,BRATOR,BRODIA,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.6,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.7,BRODIA,AMSMEN,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,0.9,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.1,BROMAD,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.4,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.5,LIT,,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.6,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,1.9,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.4,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.5,BRODIA,BRATOR,BG,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.6,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,2,2.9,BRODIA,LIT,BG,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.1,BRODIA,BRATOR,BG,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.2,BRODIA,BRATOR,BG,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.4,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.5,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.6,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.7,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.8,BRATOR,BRODIA,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,0.9,BRATOR,BRODIA,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.2,BRATOR,BRODIA,BG,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.3,BRODIA,BG,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.4,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.5,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.6,BRATOR,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,1.9,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.4,BRODIA,AMSMEN,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.5,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.6,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.8,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"MF, ARP",2021-03-19,A,8,U,3,2.9,BRODIA,LIT,,,,,checked,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.5,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.6,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,0.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.5,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,1.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.1,BRODIA,AMSMEN,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.5,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,1,2.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.2,BRODIA,AMSMEN,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.3,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.5,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,0.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.1,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.2,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.4,BRODIA,BG,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.5,BRODIA,BG,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.8,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,1.9,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2,BRATOR,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.1,BRATOR,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.2,BRATOR,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.3,BRATOR,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.4,BRATOR,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.5,BRATOR,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.6,BRODIA,BG,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.7,BRODIA,BG,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,2,2.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.5,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.7,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,0.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.1,BRODIA,BRATOR,LIT,BG,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.2,BRODIA,BRATOR,LIT,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.5,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,1.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.1,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.2,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.3,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.4,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.5,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.6,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.7,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.8,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,3,2.9,BRODIA,LIT,,,,,,
Advyth,2022-09-26,"JH, MF",2021-03-23,A,9,L,P,P,SONOLE,,,,,,,
Caryn,2021-06-27,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.2,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.3,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.4,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.5,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.6,BRODIA,BROMAD,LIT,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.8,BRODIA,BRATOR,AMSMEN,LIT,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,0.9,BRODIA,BROMAD,LIT,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.3,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.4,BRODIA,BG,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.5,BRODIA,AMSMEN,LIT,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.6,BRODIA,BG,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.7,BRODIA,BG,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,1.9,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.1,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.2,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.3,BRODIA,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.4,BROMAD,BRATOR,LIT,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.5,BROMAD,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.6,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.7,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.8,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,1,2.9,BRODIA,LIT,,,,,checked,
Advyth,2022-12-03,"JH, SS, MF, ARP",2021-03-19,A,9,U,2,0,BRODIA,BRATOR,LIT,,,,checked,
