entered_by,entered_date,collected_by,collected_date,row,column,position,transect,point,hitnumber_1,hitnumber_2,hitnumber_3,hitnumber_4,hitnumber_5,gopher_hole,notes,corrections
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,0.3,BRATOR,BRODIA,BG,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,0.4,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,0.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,0.6,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,0.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,0.8,BRATOR,AMSMEN,BG,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,0.9,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.1,BRODIA,BG,,,,hole,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,1.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.1,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.6,BRODIA,BROMAD,LIT,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.7,BRATOR,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.8,BRATOR,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,2,2.9,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.1,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.2,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.4,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.5,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,0.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.2,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.4,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.5,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.6,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.7,BROMAD,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.8,BG,,,,,hole,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,1.9,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2,BROMAD,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.3,BRODIA,BG,,,,hole,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.4,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.5,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.6,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.7,BROMAD,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.8,BROMAD,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,4,L,3,2.9,BRODIA,BG,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.5,LIT,,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.7,BG,,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,0.9,LIT,,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,1.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.3,BRODIA,LIT,,,,hole,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.6,LIT,,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.7,AMSMEN,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.8,AMSMEN,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,1,2.9,BRATOR,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.2,LIT,,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.6,LIT,,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,0.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.5,AMSMEN,BRODIA,LIT,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,1.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.2,BRODIA,BG,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.3,BRODIA,BG,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.4,BRATOR,BRODIA,BG,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.6,BRATOR,BRODIA,LIT,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.7,BRATOR,BRODIA,LIT,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,2,2.9,BG,,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.6,BRODIA,LIT,,,,hole,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.8,BRODIA,BG,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,0.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.1,BRODIA,LIT,,,,hole,,ADDED HOLE
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,1.9,AMSMEN,BG,,,,hole,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.2,BRODIA,AMSMEN,LIT,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.3,BRODIA,AMSMEN,LIT,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"RA, LR",2022-02-28,A,5,L,3,2.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.1,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.2,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,0.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.1,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.6,BRATOR,BRODIA,LIT,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.7,BRATOR,BRODIA,LIT,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.8,BRATOR,BRODIA,LIT,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,1.9,BRATOR,BRODIA,LIT,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2,BRATOR,BRODIA,LIT,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.1,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.3,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.6,AMSMEN,BRODIA,BG,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.7,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.8,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,1,2.9,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.1,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.2,BRATOR,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.4,BRATOR,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.5,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.7,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.8,BRATOR,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,0.9,AMSMEN,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.2,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.3,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.4,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.5,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.6,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.8,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,1.9,BRODIA,AMSMEN,LIT,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.3,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.5,BRODIA,AMSMEN,BG,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.8,PHADIS,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,2,2.9,PHADIS,AMSMEN,BRODIA,LIT,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.1,BRODIA,LIT,,,,hole,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.2,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.3,BRATOR,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.4,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.5,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.7,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,0.9,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.2,BRODIA,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.3,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.4,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.5,LIT,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.7,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.8,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,1.9,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.1,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.2,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.3,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.4,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.5,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.6,BRODIA,LIT,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.7,AMSMEN,BG,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.8,BG,,,,,hole,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,3,2.9,BG,,,,,,,
Advyth,2022-08-31,"CI, AR",2022-02-28,A,6,L,P,P,LUPTRU,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.1,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.2,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.3,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.4,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.5,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.6,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.7,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.8,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,0.9,AMSMEN,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1,AMSMEN,BRODIA,LIT,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.1,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.2,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.3,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.4,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.5,BG,,,,,hole,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.6,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.7,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.8,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,1.9,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,2,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,2.1,BRODIA,LIT,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,2.2,LIT,,,,,,,
Advyth,2022-09-02,"RA, LR",2022-02-28,A,7,L,1,2.3,BRODIA,LIT,,,,,,
